UUID,Pinyin,Character,New Filename
sapi5-8595bd3d-891291a3-62fc3253-057a122e-c5794c42.mp3,yǎng,养,yǎng_养.mp3
sapi5-a333f539-8ffc69fe-e3da9a11-8b389755-c59b4945.mp3,yī,伊,yī_伊.mp3
sapi5-a9b3f419-f745828e-a8a3573a-94ff8d6b-e2add7db.mp3,huái,怀,huái_怀.mp3
sapi5-5f68e9e8-5c0727be-3a0ba4bb-0c84aebc-3237d672.mp3,zhí,执,zhí_执.mp3
sapi5-7af7c1e7-55921535-04269fb9-3cb48ff6-c8f0df6e.mp3,fù,副,fù_副.mp3
sapi5-54046e38-91dc791b-88053184-872bc80e-5733243d.mp3,luàn,乱,luàn_乱.mp3
sapi5-8ee4960f-9d6491e8-97285695-3bd911f4-4eeed916.mp3,kàng,抗,kàng_抗.mp3
sapi5-dc86fe8f-5c1cdaa8-38029f30-cf08261c-42c84771.mp3,fàn,犯,fàn_犯.mp3
sapi5-2c6c9d53-ab15255e-7dd417f6-9f58b891-1d55758e.mp3,zhuī,追,zhuī_追.mp3
sapi5-4acab6dc-9d5be05d-5f400032-54dee097-034d2754.mp3,bāng,帮,bāng_帮.mp3
sapi5-f2c3f6e0-bf31d774-6b75879f-855f20ce-8827f3c0.mp3,xuān,宣,xuān_宣.mp3
sapi5-c6aa4f61-4d00a644-a066ba7e-d167943f-382afb7c.mp3,fó,佛,fó_佛.mp3
sapi5-49bb9a8c-d65a0a43-41043889-97901408-62676d4f.mp3,suì,岁,suì_岁.mp3
sapi5-5b799404-a5d64e64-94b91167-3a3d0a75-42861f1d.mp3,háng,航,háng_航.mp3
sapi5-9f70d8b2-d90c58de-95f32112-468f997f-de54088b.mp3,yōu,优,yōu_优.mp3
sapi5-c400080b-0531f1a8-e5becb40-43e2f4e1-bcafd07d.mp3,guài,怪,guài_怪.mp3
sapi5-44da5d66-c62b1f7b-97b5b3e0-35eaa41c-e7c186c1.mp3,xiāng,香,xiāng_香.mp3
sapi5-5fb92f9f-2576f501-b68101a2-c419a41c-5399a226.mp3,zhù,著,zhù_著.mp3
sapi5-9eb99883-fbc406ce-61a84ae7-585ca709-cbca2c22.mp3,tián,田,tián_田.mp3
sapi5-8a80ab96-f7ce8f40-51f99c55-16e944ce-c7fa3e20.mp3,tiě,铁,tiě_铁.mp3
sapi5-52476f06-06c2ea4f-a5ae35ff-6e2e0f91-88d72f59.mp3,kòng,控,kòng_控.mp3
sapi5-da7aa469-749f6c5f-4490bef9-fbd5206d-1806e81a.mp3,shuì,税,shuì_税.mp3
sapi5-3e2edc8f-d2e31c6b-1fe7fa07-d17dd33b-63dbdb4c.mp3,zuǒ,左,zuǒ_左.mp3
sapi5-9f5766f4-8b3ada3c-622e27f8-c154a78a-52ed521b.mp3,yòu,右,yòu_右.mp3
sapi5-4183d08d-b67694dc-f582efc8-f16178d7-4c3e8001.mp3,fèn,份,fèn_份.mp3
sapi5-f382d449-582c859c-99c19364-99328b61-0ac80794.mp3,chuān,穿,chuān_穿.mp3
sapi5-70ab229a-992f310d-7176216d-3c59fb8d-17ca48b5.mp3,yì,艺,yì_艺.mp3
sapi5-c0fa5166-8a4ec709-66a91926-b5f16005-0c135b83.mp3,bèi,背,bèi_背.mp3
sapi5-f04663de-841f94d3-3c56800a-e79e76c0-2309b5c4.mp3,zhèn,阵,zhèn_阵.mp3
sapi5-2010dd58-f940a7bf-439da13f-9b7d4460-913fa327.mp3,cǎo,草,cǎo_草.mp3
sapi5-19e28b72-5ee72747-2b49249f-b597c2e9-fe3f4279.mp3,jiǎo,脚,jiǎo_脚.mp3
sapi5-63644d63-d58a3a53-e57f86de-76670a67-fd5823da.mp3,gài,概,gài_概.mp3
sapi5-fd666629-160cb5b1-600f8986-6f538467-bd310d06.mp3,è,恶,è_恶.mp3
sapi5-04e882ba-0f663a5c-e7f0379f-f9b707a5-d75041a0.mp3,kuài,块,kuài_块.mp3
sapi5-60be2364-f1e1aa89-8410baa6-6d6bfdeb-6f88ffbf.mp3,dùn,顿,dùn_顿.mp3
sapi5-34f4e353-b552fc35-72613f60-c9e943d7-3dc1d9f2.mp3,gǎn,敢,gǎn_敢.mp3
sapi5-088157b2-8c1fba2f-76191353-f3e5a0ec-0973b5b4.mp3,shǒu,守,shǒu_守.mp3
sapi5-7aa81c47-f633e5b7-d291d44a-c30a4472-37a0d8ee.mp3,jiǔ,酒,jiǔ_酒.mp3
sapi5-f0bbe010-ec85982b-32bddf7b-8e3bcd45-4f0609c7.mp3,dǎo,岛,dǎo_岛.mp3
sapi5-e9c841ee-1092efbd-011b6d8a-5683ec15-13104d02.mp3,tuō,托,tuō_托.mp3
sapi5-014aae86-f451fa09-7c5c258a-1d3f2411-a87da3b8.mp3,yāng,央,yāng_央.mp3
sapi5-69b54f21-e2df6819-3429b90e-77447452-efc070a8.mp3,hù,户,hù_户.mp3
sapi5-89576d2e-f12d9c8f-26ad9f5c-bdd85712-55675fc8.mp3,liè,烈,liè_烈.mp3
sapi5-15dcf3c2-bfcd5405-8896a4db-3cfdb9b6-802aaa29.mp3,yáng,洋,yáng_洋.mp3
sapi5-4bc2f431-c7937115-927f10f5-306c7142-7cf60ed8.mp3,gē,哥,gē_哥.mp3
sapi5-95e4f935-4a7d8e05-4ed6ef3f-538e75cb-76cf7ccc.mp3,suǒ,索,suǒ_索.mp3
sapi5-ff671f27-fb2725e1-eab5e69e-a938f99b-2a207e11.mp3,hú,胡,hú_胡.mp3
sapi5-44ee075a-b2529e30-65105a56-1bbe388b-24dc3853.mp3,kuǎn,款,kuǎn_款.mp3
sapi5-795b5bf5-562002cf-27e16b90-ac0602b1-52d8fc98.mp3,kào,靠,kào_靠.mp3
sapi5-477d2c53-34500012-538e5966-3074734a-9f166bc7.mp3,píng,评,píng_评.mp3
sapi5-468784e1-0c4b904e-269a87d8-459a49c8-8f4fe747.mp3,bǎn,版,bǎn_版.mp3
sapi5-78667e0a-f8d6d5c9-12161d27-50a55453-699ee152.mp3,bǎo,宝,bǎo_宝.mp3
sapi5-fc52fc97-3710593f-97c1a9a9-09e58f34-d2ac5045.mp3,zuò,座,zuò_座.mp3
sapi5-8134ac45-47376feb-a113f6da-23003902-f21e8f01.mp3,shì,释,shì_释.mp3
sapi5-3e79a518-ae82adc9-22b3a090-b602652f-e5befc85.mp3,jǐng,景,jǐng_景.mp3
sapi5-888e9b36-91e4c3a9-7528be68-696b4ae8-bf6bf743.mp3,gù,顾,gù_顾.mp3
sapi5-238c2a8b-bff53232-7499e4b1-61e9c092-54762db9.mp3,dì,弟,dì_弟.mp3
sapi5-cde4901c-73713061-00e014e4-03e9e98f-72d166bb.mp3,dēng,登,dēng_登.mp3
sapi5-c7dbef66-ba29dc89-1419fb2c-9ee2843c-8b38ee67.mp3,huò,货,huò_货.mp3
sapi5-cce9ebc2-fc1d3049-f8be7a30-096f5cc2-c4fb9c48.mp3,hù,互,hù_互.mp3
sapi5-7a220911-81472b64-022cf04d-a0baac9d-33aff552.mp3,fù,付,fù_付.mp3
sapi5-8208b72c-ff7a1acf-d51baac1-f5b298e2-ec5cd907.mp3,bó,伯,bó_伯.mp3
sapi5-f2ffc908-3936008b-ad56cdfc-64fdce1d-2d3422e3.mp3,màn,慢,màn_慢.mp3
sapi5-bd9a7054-4d7a25ef-5aae73d2-2e6a190d-0f97d29b.mp3,ōu,欧,ōu_欧.mp3
sapi5-6ec6514d-b408827b-84a68e86-caa789e1-9460372d.mp3,huàn,换,huàn_换.mp3
sapi5-51c11486-41cee9e4-691f2a2c-7500877e-b5439d6b.mp3,wén,闻,wén_闻.mp3
sapi5-128935a5-4cc516c8-45f54e94-d371b900-462926dd.mp3,wēi,危,wēi_危.mp3
sapi5-8e671db5-781956ef-8b71c5b2-959fe8d2-f45e7262.mp3,máng,忙,máng_忙.mp3
sapi5-7e983993-401fbf16-0a256f05-d7848340-a20c3fb5.mp3,hé,核,hé_核.mp3
sapi5-1ecdeb6c-f2cfb81c-ca8a8baa-f0e9cacd-f2cb3879.mp3,àn,暗,àn_暗.mp3
sapi5-cf72cbdf-77b2d475-694da4b4-45e7be20-5af09ccd.mp3,jiě,姐,jiě_姐.mp3
sapi5-be274f93-c6fe7497-9e8d63b7-0b5edfce-93ed2469.mp3,jiè,介,jiè_介.mp3
sapi5-c6546ef1-6efed8be-3a2f0ea9-63b790ac-94e93a5d.mp3,huài,坏,huài_坏.mp3
sapi5-dbdb9c8d-42668093-112d103d-7f458f54-0a6c74a1.mp3,tǎo,讨,tǎo_讨.mp3
sapi5-ee70a3df-5aebb177-00492c56-f1ee9e99-96939b23.mp3,lì,丽,lì_丽.mp3
sapi5-d2b05567-0000542b-c12465c5-e716cbef-099a054b.mp3,liáng,良,liáng_良.mp3
sapi5-1aba2b03-de54feaa-20c09b92-9aead24e-d9522007.mp3,xù,序,xù_序.mp3
sapi5-a149e6d4-1bdb9542-6154560f-65d8abf2-e27d8897.mp3,shēng,升,shēng_升.mp3
sapi5-ec650b77-ba8a5692-b6663905-35e7c95b-22eeca76.mp3,jiān,监,jiān_监.mp3
sapi5-0f015f87-db18ea7b-e91960e5-1dd80477-e1b25401.mp3,lín,临,lín_临.mp3
sapi5-8203df41-181bd6ef-1c5eb927-144c8c40-dd98a536.mp3,liàng,亮,liàng_亮.mp3
sapi5-2c5db045-1ba61073-f7359dba-69b4a7db-686292de.mp3,lù,露,lù_露.mp3
sapi5-48c2a7d1-a924d7b1-b5945dc6-6ed23e33-671a4de6.mp3,yǒng,永,yǒng_永.mp3
sapi5-f2024c70-5ec384bc-367f86d0-8cea9cbf-3942d57d.mp3,hū,呼,hū_呼.mp3
sapi5-5852f22a-5eee41e6-57163172-43630bae-8075d821.mp3,wèi,味,wèi_味.mp3
sapi5-109b77e3-375cf3cf-d44e72c0-8c13b6f8-95a1c80b.mp3,yě,野,yě_野.mp3
sapi5-54f1db1d-cfc4abd7-b8cb80ea-e3c192b1-73515bf9.mp3,jià,架,jià_架.mp3
sapi5-2d91e8ee-6847b3c9-2a1e5f09-1dbda3f8-caa49aa2.mp3,yù,域,yù_域.mp3
sapi5-097055f8-491afc28-fbbc926c-a328c273-a7b5fd1e.mp3,shā,沙,shā_沙.mp3
sapi5-7e4fcb72-d39ef1eb-c5abe4a5-b527dd9a-77e73a9b.mp3,diào,掉,diào_掉.mp3
sapi5-1b1e1072-18ea570e-97ae2312-1afc589e-43376964.mp3,kuò,括,kuò_括.mp3
sapi5-842c2547-217f1768-8b81dc3f-c36ff13a-feb7e4eb.mp3,jiàn,舰,jiàn_舰.mp3
sapi5-1339e613-defd8360-5c64e714-b38cf0f4-9cb531d1.mp3,yú,鱼,yú_鱼.mp3
sapi5-632d3606-27d75d57-2573a412-0cc90017-4e7c5100.mp3,zá,杂,zá_杂.mp3
sapi5-028e801f-9ca288d8-b93c47f0-ed7b0138-99b077b5.mp3,wù,误,wù_误.mp3
sapi5-7c2b66e2-9800b180-bfd0652b-a6564290-f16c3032.mp3,wān,湾,wān_湾.mp3
sapi5-406c90e6-1008b437-8e0c0432-66afddf4-3ceb8ffb.mp3,jí,吉,jí_吉.mp3
sapi5-371625c3-28e14a2f-79beb7c7-352e9f25-2c3cc31e.mp3,jiǎn,减,jiǎn_减.mp3
sapi5-71593ecc-de6b0c9f-74df9632-bbc64ea2-bb860be2.mp3,biān,编,biān_编.mp3
sapi5-b094d060-7b1fe164-a54f6c83-bddb10cc-551d4a6a.mp3,chǔ,楚,chǔ_楚.mp3
sapi5-46f224a7-5833dd35-8c87782a-7aa799c4-246815ba.mp3,kěn,肯,kěn_肯.mp3
sapi5-aabf23c9-a306e5f9-cce239fe-c56410cf-f55beb56.mp3,cè,测,cè_测.mp3
sapi5-c0d7351d-e7fe2858-6a5d375c-6d2c7a3f-1eacee9c.mp3,bài,败,bài_败.mp3
sapi5-933f1ac6-7eaaa991-3164a569-7afed207-506f84be.mp3,wū,屋,wū_屋.mp3
sapi5-87bb2372-29ab314e-fb04078b-86d35b4d-1ae983b5.mp3,pǎo,跑,pǎo_跑.mp3
sapi5-d28653a3-e8997ce6-18daa142-3c8a51e3-2f6a248e.mp3,mèng,梦,mèng_梦.mp3
sapi5-b771337b-01dd8f66-adfadfe5-b7d1d162-6997ae8e.mp3,sàn,散,sàn_散.mp3
sapi5-4083bc92-aa7c1aa1-51eb598e-b59947a6-a993c348.mp3,wēn,温,wēn_温.mp3
sapi5-c4d7170b-2d77bce8-c5451e6a-a9c45be9-169da4a9.mp3,kùn,困,kùn_困.mp3
sapi5-58595de0-950aeadb-5e07805b-d3da3c7a-81ac2d9f.mp3,jiàn,剑,jiàn_剑.mp3
sapi5-fa92c058-a27cd344-fc3e4f1d-0f9b31a6-5e47f4da.mp3,jiàn,渐,jiàn_渐.mp3
sapi5-b4b9cc21-85b03c8e-0fab674d-94d92225-fcf920bb.mp3,fēng,封,fēng_封.mp3
sapi5-26405d0d-fbb0e595-4cf16323-5d406fa5-4298bd3b.mp3,jiù,救,jiù_救.mp3
sapi5-57bb83f1-b8da4052-408de5e5-9fb409ae-30e95a19.mp3,guì,贵,guì_贵.mp3
sapi5-5961d2f2-02bce51a-cc57aba6-9a73df35-d359f5e2.mp3,qiāng,枪,qiāng_枪.mp3
sapi5-5f5d14a6-6166be9c-29f7cccb-1cd8c790-9cde3f4c.mp3,quē,缺,quē_缺.mp3
sapi5-5f79561c-5a5416b1-25714610-bb1f4454-2177b66c.mp3,lóu,楼,lóu_楼.mp3
sapi5-9261baf4-61d9a204-a6d6b00a-297b15ac-def4a436.mp3,xiàn,县,xiàn_县.mp3
sapi5-b8b971a5-6059a299-47ce30da-f87f28d2-4e27d8be.mp3,shàng,尚,shàng_尚.mp3
sapi5-57e57d44-b631b1aa-194726cf-e20a2252-67c0b7c7.mp3,háo,毫,háo_毫.mp3
sapi5-962f43d4-e5abf3f8-03e72ab8-ca3a9d70-54577ea6.mp3,yí,移,yí_移.mp3
sapi5-8bc07984-29ec6826-cce47c46-735dc927-7c7b0861.mp3,niáng,娘,niáng_娘.mp3
sapi5-ddca16f1-8ac56447-1abc9143-b00f7224-0f46d261.mp3,péng,朋,péng_朋.mp3
sapi5-1823bb4c-ab73d990-eb761f80-22c9141d-312b5358.mp3,huà,画,huà_画.mp3
sapi5-867a90c9-d3c0e769-76dea23d-f8c09bff-633d8ed8.mp3,bān,班,bān_班.mp3
sapi5-dbeb4501-4db164ee-7e480824-eab0573b-cef2592d.mp3,zhì,智,zhì_智.mp3
sapi5-ba745728-19b6d580-fd7c2947-738728e4-1af0c577.mp3,yì,亦,yì_亦.mp3
sapi5-3bffe2a8-b9d0ba83-431bfa24-ddc72b40-029ad787.mp3,ěr,耳,ěr_耳.mp3
sapi5-453c4f8c-9bc5e197-dce168d0-dcd8715c-c00e3330.mp3,ēn,恩,ēn_恩.mp3
sapi5-1ede088b-afed398f-64cd72f3-1502501d-25a559ac.mp3,duǎn,短,duǎn_短.mp3
sapi5-487d411c-e3ad65e8-50fe08ea-1ebac921-b083ba5e.mp3,zhǎng,掌,zhǎng_掌.mp3
sapi5-98dfa8be-9444353d-c1379633-e5edfb54-7c784543.mp3,kǒng,恐,kǒng_恐.mp3
sapi5-16e1eaef-7bf9247f-59b32a1c-68c13f25-adb70c80.mp3,yí,遗,yí_遗.mp3
sapi5-345b9908-63a82d4a-594409a7-0e92998b-290aa385.mp3,gù,固,gù_固.mp3
sapi5-a73da4c5-1e9d4c92-ab8d68a5-e94a536f-0669db8b.mp3,xí,席,xí_席.mp3
sapi5-97c3e4e3-b231522b-0c344a8e-05d0bdff-615ad62b.mp3,sōng,松,sōng_松.mp3
sapi5-70bdcd07-11d489d3-7f8b4511-3c604295-41e95fed.mp3,mì,秘,mì_秘.mp3
sapi5-88eeb2d9-a506201c-8c112ad7-48b60d98-523a3413.mp3,xiè,谢,xiè_谢.mp3
sapi5-2907bc9a-8d9e9532-ac83f596-193d80a2-dce66654.mp3,lǔ,鲁,lǔ_鲁.mp3
sapi5-2fd4e2ea-60a3068c-3f9a17df-50536808-16c0e7b1.mp3,yù,遇,yù_遇.mp3
sapi5-ab5dd4af-cd28cd4a-eb1134c6-f49440af-d216c78d.mp3,kāng,康,kāng_康.mp3
sapi5-1bd9ac4c-dc6906c1-6163cc0b-e8f45af9-4d96ba31.mp3,lǜ,虑,lǜ_虑.mp3
sapi5-319ec5b3-85355fd6-cb4b0d60-dfc7dd4a-9d72752a.mp3,xìng,幸,xìng_幸.mp3
sapi5-0fe63fc7-624d0111-c603c24b-4531adbd-2808a9fc.mp3,jūn,均,jūn_均.mp3
sapi5-f4e6b51d-dc027844-ba3432bf-4716023a-5117c5e6.mp3,xiāo,销,xiāo_销.mp3
sapi5-f6a9365d-b2e002f6-0e82a56d-afb97b91-0e5dd141.mp3,zhōng,钟,zhōng_钟.mp3
sapi5-459cb018-90cd3a86-85671c32-afec5ab1-8df04da6.mp3,shī,诗,shī_诗.mp3
sapi5-f5be80fc-d1d5df3d-9f919c29-228baf2f-bd842049.mp3,cáng,藏,cáng_藏.mp3
sapi5-f4bbaf6d-636276c6-2b31321a-be2941d8-3137571b.mp3,gǎn,赶,gǎn_赶.mp3
sapi5-8d0b54e7-4ef8698b-c3dbdac0-58552866-9cbd69c3.mp3,jù,剧,jù_剧.mp3
sapi5-84adc663-04790d4d-0d4838ab-3b303d17-c4b73e3d.mp3,piào,票,piào_票.mp3
sapi5-718782e0-54a5cb3e-24ae9b83-039d5723-54f2926e.mp3,sǔn,损,sǔn_损.mp3
sapi5-1153559c-50e71a3e-cb2df763-cc4261f4-bc8e2770.mp3,hū,忽,hū_忽.mp3
sapi5-4a90cd09-5e9c28c1-1ecd31e2-ff3188c8-a28f2146.mp3,jù,巨,jù_巨.mp3
sapi5-1531ad07-79377e05-b5895faa-4116650c-c79d5ae7.mp3,pào,炮,pào_炮.mp3
sapi5-fefdc059-b1037019-24d03c7e-78b0d3a9-faa62248.mp3,jiù,旧,jiù_旧.mp3
sapi5-98831c48-7364c9eb-9492bda7-16a8eb5a-6da60626.mp3,duān,端,duān_端.mp3
sapi5-dffc6560-f870dea0-7d0fbaac-ffef532f-e3a0e943.mp3,tàn,探,tàn_探.mp3
sapi5-9c36cd33-a0711a7d-d3ba347e-503c0bf2-88ed6b1c.mp3,hú,湖,hú_湖.mp3
sapi5-88964aea-cc658d8e-863b68a1-7e1ab443-ff390eed.mp3,lù,录,lù_录.mp3
sapi5-6503fccd-4b7270b9-fdb4efbc-474feba8-765e174e.mp3,xié,叶,xié_叶.mp3
sapi5-38321442-40873686-fe4e85d3-eaaa909e-57bf604b.mp3,chūn,春,chūn_春.mp3
sapi5-7ac8e8d6-f3e95b22-1e86408b-c5e49fb6-b267f36f.mp3,xiāng,乡,xiāng_乡.mp3
sapi5-278064ef-e051f89b-85280b50-aff6ff93-6853f28b.mp3,fù,附,fù_附.mp3
sapi5-4aa79e15-a8fab4b4-3096b048-d083bb9e-352478a5.mp3,xī,吸,xī_吸.mp3
sapi5-a495d333-3436b6c5-ed9d977d-2f98e007-26eb5e52.mp3,yú,予,yú_予.mp3
sapi5-ccb42c97-bee98f8f-c78b6831-098d3763-55fa24be.mp3,lǐ,礼,lǐ_礼.mp3
sapi5-1bc8d1e7-793f178a-623a9f1c-da073df3-0457a92b.mp3,gǎng,港,gǎng_港.mp3
sapi5-04288c01-25d057eb-541ff92f-8368d30d-302d594c.mp3,yǔ,雨,yǔ_雨.mp3
sapi5-3e7d3b95-80bc9b6e-d2e85b37-9ed55ede-cbacbb56.mp3,yā,呀,yā_呀.mp3
sapi5-0f96fc46-dac37fcf-4398633a-8f1536c2-b441f665.mp3,bǎn,板,bǎn_板.mp3
sapi5-4c27bb6e-5ddb87c7-18ec0307-e3705932-185de5c8.mp3,tíng,庭,tíng_庭.mp3
sapi5-6fb26dae-35b6c584-4854f127-37cb5e67-4491e7dd.mp3,fù,妇,fù_妇.mp3
sapi5-f5ca9f69-89ef60d8-87326177-5cd7c85c-a96d3b11.mp3,guī,归,guī_归.mp3
sapi5-debf2551-1574813c-0047c50f-149d9aff-cf77a192.mp3,jīng,睛,jīng_睛.mp3
sapi5-94481244-2c1695d5-cafa6e0a-e2fdf721-31df7eb6.mp3,fàn,饭,fàn_饭.mp3
sapi5-398bcdc8-f9cd9015-b792aab9-293774ea-b4e4f4e9.mp3,é,额,é_额.mp3
sapi5-3f148edf-100ea50e-b26d6130-04dd6776-08ebb0ee.mp3,hán,含,hán_含.mp3
sapi5-091fc468-4de51404-20418c9b-85f12d44-2addcffe.mp3,shùn,顺,shùn_顺.mp3
sapi5-0383c79b-e2b5e20c-942819e2-4f353c82-d6c2db8a.mp3,shū,输,shū_输.mp3
sapi5-3f27e0c3-f93340ae-5f944cc9-b3b17606-b7827706.mp3,yáo,摇,yáo_摇.mp3
sapi5-10705322-ea710ec9-ef39c653-905a1b96-d0ac74a6.mp3,zhāo,招,zhāo_招.mp3
sapi5-63c69255-183ddd8b-f79395a8-5462fb4b-4b1fcd3f.mp3,hūn,婚,hūn_婚.mp3
sapi5-4d44d8c7-1b2f7ef6-6a4e6361-3847664c-2c0238e0.mp3,tuō,脱,tuō_脱.mp3
sapi5-e1194743-dc059fbc-081d7d2f-1f78b42e-550ab4cd.mp3,bǔ,补,bǔ_补.mp3
sapi5-067fc3b3-e48683f3-560b04d5-d6d31988-6e37d2b7.mp3,wèi,谓,wèi_谓.mp3
sapi5-a8b6c2fd-db09d95e-7c88ba28-64bb5990-67d64142.mp3,dū,督,dū_督.mp3
sapi5-108eec9d-50a1cee1-d5d29c6d-573e5096-1e52ca56.mp3,dú,毒,dú_毒.mp3
sapi5-7c9bbd47-60a22926-1b54bd97-800c9a74-a1a6f6b2.mp3,yóu,油,yóu_油.mp3
sapi5-46f1e346-332946b8-7b0541d3-0c8dae41-cdb3feee.mp3,liáo,疗,liáo_疗.mp3
sapi5-d16f6637-0a1ab1e2-73bdf211-2e358743-fdfdd944.mp3,lǚ,旅,lǚ_旅.mp3
sapi5-16a58654-c33d9bb5-2385fd1e-5b4d1a10-88de4877.mp3,zé,泽,zé_泽.mp3
sapi5-9da0f264-3c600340-08523c93-9f471e05-a526146d.mp3,cái,材,cái_材.mp3
sapi5-e16abf75-4ca0f50b-88da9865-49bc994a-c161f58b.mp3,miè,灭,miè_灭.mp3
sapi5-17fa4dd3-ab4a5fa6-d024dbb8-678061c9-460fd858.mp3,zhú,逐,zhú_逐.mp3
sapi5-6b8dec6c-70e5b792-d5c4f91b-9f872adc-9d4e1938.mp3,mò,莫,mò_莫.mp3
sapi5-9d7c60c1-38fd597b-a29ed9bd-464352db-0327b14e.mp3,bǐ,笔,bǐ_笔.mp3
sapi5-5079b230-ac24eae3-54115e78-c880b5ec-4c0aa492.mp3,wáng,亡,wáng_亡.mp3
sapi5-942143b2-fb89775b-e8009352-63251b6d-615a975a.mp3,xiān,鲜,xiān_鲜.mp3
sapi5-8fd95326-e80ce770-c92daca5-83f159ca-35ed03cf.mp3,cí,词,cí_词.mp3
sapi5-6ecd8b33-e8c2666e-40bf22ac-339c0f85-8a8f5f3a.mp3,shèng,圣,shèng_圣.mp3
sapi5-9db32ccb-1ad8fdd3-8730366a-3fd34141-9391af27.mp3,zé,择,zé_择.mp3
sapi5-87a6f3f5-c0499b4e-da2dee3e-e66eecd0-77b930ac.mp3,xún,寻,xún_寻.mp3
sapi5-5734d427-2bee6205-e6b294c4-4b5750bf-322b28e1.mp3,chǎng,厂,chǎng_厂.mp3
sapi5-e01659b6-c5fae617-630fe093-1c859421-1b06d7e9.mp3,shuì,睡,shuì_睡.mp3
sapi5-44a5f7ce-945ba91d-526b67d7-3aadbffc-8b08a9a3.mp3,bó,博,bó_博.mp3
sapi5-4cd553f5-effcc975-cfed25db-f0bfb083-9690e7ec.mp3,lè,勒,lè_勒.mp3
sapi5-036d382f-0bc2dbfd-6d8d8c85-d150e3cc-a8865889.mp3,yān,烟,yān_烟.mp3
sapi5-dc276796-8cd567f9-60365621-212051f5-e263eadc.mp3,shòu,授,shòu_授.mp3
sapi5-a4fcfe3b-aaa2f6bf-c9165802-4e1a7770-c91fe83a.mp3,nuò,诺,nuò_诺.mp3
sapi5-287e4030-e2af270f-9019defd-f0ab7052-26ba533e.mp3,lún,伦,lún_伦.mp3
sapi5-c70cd822-c7f32523-210b0551-0f2ac92b-810908f4.mp3,àn,岸,àn_岸.mp3
sapi5-da97723d-a652b567-2fffacf6-ac18a399-fa6e7c6b.mp3,ào,奥,ào_奥.mp3
sapi5-e553f905-ebd53f56-a677cc3a-9dd88bba-12196c77.mp3,táng,唐,táng_唐.mp3
sapi5-366f4383-15a55ee5-ec7744c3-76ec0cd0-fc08f4cb.mp3,mài,卖,mài_卖.mp3
sapi5-96484efb-1316517a-ac9de734-42179431-b230c0d0.mp3,é,俄,é_俄.mp3
sapi5-b424b858-de995f83-d52040f2-736ecf14-ded98d2a.mp3,zhà,炸,zhà_炸.mp3
sapi5-93b6b149-c6002253-641b6ee1-5ec4524c-425da4ea.mp3,zài,载,zài_载.mp3
sapi5-61aa3aa0-41db6f3f-fd93faa4-02d4e772-42d4f265.mp3,luò,洛,luò_洛.mp3
sapi5-2695b29c-a16cdd13-a6d6746b-78a61619-998e96ed.mp3,jiàn,健,jiàn_健.mp3
sapi5-68f2b9bb-e3ace94b-7dc3139d-b9e78b3d-a28139d7.mp3,táng,堂,táng_堂.mp3
sapi5-852b09cb-8617ce57-2a8fbec0-323439f4-a188f7e2.mp3,páng,旁,páng_旁.mp3
sapi5-f4633c35-07bdc525-515d2125-c5c521e0-6427404e.mp3,gōng,宫,gōng_宫.mp3
sapi5-2bcb959f-ebc6e12c-ef9947a5-b769aea6-d554a5b3.mp3,hē,喝,hē_喝.mp3
sapi5-d9a75997-151d6cea-937167e1-8df6e454-9ce613f4.mp3,jiè,借,jiè_借.mp3
sapi5-292e0c77-9110dd87-dc0543d2-499f899e-901c8313.mp3,jūn,君,jūn_君.mp3
sapi5-7ac53957-49edbc95-fa9326f8-8f176559-0d73b886.mp3,jìn,禁,jìn_禁.mp3
sapi5-882ce410-7b873d3d-e5e18c0c-4ade5067-656c2173.mp3,yīn,阴,yīn_阴.mp3
sapi5-67022f61-06cd02d4-1cd4ebc6-4c5d3006-4abc0be9.mp3,yuán,园,yuán_园.mp3
sapi5-f98fc9a1-94369ae5-eec38af5-c807bb7a-93e97e74.mp3,móu,谋,móu_谋.mp3
sapi5-27398601-e16cdc6b-07050560-e5435b29-aca21d90.mp3,sòng,宋,sòng_宋.mp3
sapi5-e785169f-9e5d4ab1-3031240a-905aed5d-2150301b.mp3,bì,避,bì_避.mp3
sapi5-e0e0b6f7-abb5933c-cbc76b47-ca1d52d7-c1626a0d.mp3,zhuā,抓,zhuā_抓.mp3
sapi5-5c024921-b2fe9a99-097c5fe6-1570bd06-fdfb9951.mp3,róng,荣,róng_荣.mp3
sapi5-1d2d82a7-02c01f5f-c6a43bb9-fe4c91a3-233075a4.mp3,gū,姑,gū_姑.mp3
sapi5-1e80b1aa-ef4a2669-6e94618c-a11e0038-af8ed3cf.mp3,sūn,孙,sūn_孙.mp3
sapi5-a2a58d0d-65188390-56f63c4f-c505f822-6457e46b.mp3,táo,逃,táo_逃.mp3
sapi5-7f9a1640-354b42eb-82d2fe6f-8e5a776b-028e3868.mp3,yá,牙,yá_牙.mp3
sapi5-a2dbc79e-991ef571-f429f681-6d0d806f-f51cfcac.mp3,shù,束,shù_束.mp3
sapi5-544ef356-6598da47-f8608086-48db6930-f5c0af7e.mp3,tiào,跳,tiào_跳.mp3
sapi5-2ded7859-657f8bc6-fb5efc5e-ab3f8e84-f5941f26.mp3,dǐng,顶,dǐng_顶.mp3
